Brand,Source,Published_Date,Combined_Text,Cleaned_Text
Nykaa,The Times of India,2026-02-13T06:10:26Z,"Consumption, cement and tourism in focus: Sameer Dalal sees value beyond market volatility Investors are seeking new opportunities after market corrections.  Sameer Dalal suggests focusing on domestic sectors like consumption, cement, and discretionary plays.  He sees a revival in discretionary consumption and tourism.  The cement sector is also hi…",consumption cement tourism focus sameer dalal sees value beyond market volatility investors seeking new opportunities market corrections sameer dalal suggests focusing domestic sectors like consumption cement discretionary plays sees revival discretionary consumption tourism cement sector also hi
Nykaa,The Times of India,2026-02-13T04:23:41Z,"Nykaa to run India ops of skincare brand Kiehl’s India Business News: MUMBAI: Nykaa will manage the India operations of Kiehl’s, a premium skincare brand from the stable of French beauty and personal care firm L’oreal. A.",nykaa run india ops skincare brand kiehls india business news mumbai nykaa manage india operations kiehls premium skincare brand stable french beauty personal care firm loreal
Nykaa,BusinessLine,2026-02-12T16:46:22Z,"Nykaa takes over Kiehl’s India operations in exclusive L’Oréal partnership Under the agreement, Nykaa will oversee Kiehl’s retail stores, its India website Kiehl’s.in, digital channels, and multi-brand retail distribution",nykaa takes kiehls india operations exclusive loral partnership agreement nykaa oversee kiehls retail stores india website kiehlsin digital channels multibrand retail distribution
Nykaa,BusinessLine,2026-02-12T08:46:23Z,XLRI Records Strong Final Placements for PGDM (BM) & PGDM (HRM) Batch 2024–26 XLRI Records Strong Final Placements for PGDM (BM) & PGDM (HRM) Batch 2024–26,xlri records strong final placements pgdm bm pgdm hrm batch xlri records strong final placements pgdm bm pgdm hrm batch
Nykaa,Livemint,2026-02-11T08:01:21Z,"HUL Q3 preview: Results may reveal key consumption trends Investors are keenly watching Hindustan Unilever's third-quarter earnings to gauge the true picture of consumption in India, factoring in recent GST rate changes, monsoon impact, and economic recovery.",hul q preview results may reveal key consumption trends investors keenly watching hindustan unilevers thirdquarter earnings gauge true picture consumption india factoring recent gst rate changes monsoon impact economic recovery
Nykaa,The Times of India,2026-02-10T01:32:32Z,MFs up startup ante; Rupeek's new raise Happy Tuesday! Exposure of domestic mutual funds to new-age stocks significantly increased in 2025. This and more in today’s ETtech Morning Dispatch.,mfs startup ante rupeeks new raise happy tuesday exposure domestic mutual funds newage stocks significantly increased todays ettech morning dispatch
Nykaa,The Times of India,2026-02-10T00:30:00Z,"Domestic MFs double their holdings in new-age startups over a year These institutions accumulated significant stakes in consumer internet firms Eternal, Swiggy, Nykaa and PB Fintech this past year, despite mixed share performance. They also bought into companies such as Lenskart, Groww, Meesho and PhysicsWallah that entered …",domestic mfs double holdings newage startups year institutions accumulated significant stakes consumer internet firms eternal swiggy nykaa pb fintech past year despite mixed share performance also bought companies lenskart groww meesho physicswallah entered
Nykaa,The Times of India,2026-02-10T00:30:00Z,"Mutual funds adopt India Inc’s next gen companies with open arms These institutions accumulated significant stakes in consumer internet firms Eternal, Swiggy, Nykaa and PB Fintech this past year, despite mixed share performance. They also bought into companies such as Lenskart, Groww, Meesho and PhysicsWallah that entered …",mutual funds adopt india incs next gen companies open arms institutions accumulated significant stakes consumer internet firms eternal swiggy nykaa pb fintech past year despite mixed share performance also bought companies lenskart groww meesho physicswallah entered
Nykaa,The Times of India,2026-02-09T01:35:28Z,Fragrance cos attract funds; fintechs up marketing game Happy Monday! Several early-stage fragrance companies are in talks for fresh funding. This and more in today’s ETtech Morning Dispatch.,fragrance cos attract funds fintechs marketing game happy monday several earlystage fragrance companies talks fresh funding todays ettech morning dispatch
Reliance Digital,The Times of India,2026-02-16T08:29:52Z,"Psychologists Say This Generation Developed Emotional Strengths That Are Rare Today Growing up before widespread digital connectivity fostered specific emotional strengths in earlier generations, including delayed gratification and higher frustration tolerance. These individuals also developed stronger face-to-face social competence and inte…",psychologists say generation developed emotional strengths rare today growing widespread digital connectivity fostered specific emotional strengths earlier generations including delayed gratification higher frustration tolerance individuals also developed stronger facetoface social competence inte
Reliance Digital,GlobeNewswire,2026-02-16T06:44:00Z,"Zoomex Launches “February Rapid Sprint” Growth Season: Redefining New Standards for Contract Trading with Asset Sovereignty and Rule Transparency VICTORIA, Seychelles, Feb. 16, 2026 (GLOBE NEWSWIRE) -- As the cryptocurrency market enters a new phase of volatile expansion, leading global digital asset trading platform Zoomex today officially announced the launch of its annual flagship initiative — “Febr…",zoomex launches february rapid sprint growth season redefining new standards contract trading asset sovereignty rule transparency victoria seychelles feb globe newswire cryptocurrency market enters new phase volatile expansion leading global digital asset trading platform zoomex today officially announced launch annual flagship initiative febr
Reliance Digital,Naturalnews.com,2026-02-16T06:00:00Z,"The Digital Dawn: How AI is Unlocking the Universe’s Hidden Knowledge and Why Humans Can’t Comprehend It Introduction We stand at the precipice of a cognitive revolution, but not the one you’ve been told to expect. It isn’t merely about smarter algorithms or faster processors. A profound, unsettling transition is underway: artificial intelligence is beginning to…",digital dawn ai unlocking universes hidden knowledge humans cant comprehend introduction stand precipice cognitive revolution one youve told expect isnt merely smarter algorithms faster processors profound unsettling transition underway artificial intelligence beginning
Reliance Digital,ComputerWeekly.com,2026-02-16T05:33:00Z,"Qatar advances sovereign cloud strategy to strengthen digital trust and national autonomy Deloitte’s Cloud Centre of Excellence in Lusail is helping public and private sector organisations adopt sovereign, AI-ready cloud environments aligned with Qatar’s regulatory vision",qatar advances sovereign cloud strategy strengthen digital trust national autonomy deloittes cloud centre excellence lusail helping public private sector organisations adopt sovereign aiready cloud environments aligned qatars regulatory vision
Reliance Digital,GlobeNewswire,2026-02-16T05:05:00Z,"Toobit Elevates User Experience with Upgraded Trading Tools GEORGE TOWN, Cayman Islands, Feb. 16, 2026 (GLOBE NEWSWIRE) -- Toobit, the award-winning global cryptocurrency exchange, today announces several upgrades to its suite of products.",toobit elevates user experience upgraded trading tools george town cayman islands feb globe newswire toobit awardwinning global cryptocurrency exchange today announces several upgrades suite products
Reliance Digital,Paul Tan's Automotive News,2026-02-16T04:15:27Z,"Gov’t has no plans to impede car ownership – Loke Traffic appears generally to be quite good as of today, but we’re sure you ran into some legendary tailbacks last week or at least saw a lot of stuff on social media about how bad […]
The post Gov’t has no plans to impede car ownership – Loke appeared first o…",govt plans impede car ownership loke traffic appears generally quite good today sure ran legendary tailbacks last week least saw lot stuff social media bad post govt plans impede car ownership loke appeared first
Reliance Digital,Khabarhub.com,2026-02-16T02:15:55Z,"Economic Digest: Nepal’s Business News in a Snap KATHMANDU: Economic Digest offers a concise yet comprehensive overview of significant business happenings in Nepal, presented in easily digestible summaries. Nepal’s current economic landscape reflects a mix of resilience, structural bottlenecks, and policy t…",economic digest nepals business news snap kathmandu economic digest offers concise yet comprehensive overview significant business happenings nepal presented easily digestible summaries nepals current economic landscape reflects mix resilience structural bottlenecks policy
Reliance Digital,Business Standard,2026-02-16T01:07:33Z,"Best of BS Opinion: AI ambitions, Dhaka's shift, and trade realities Here are the best of Business Standard's opinion pieces for today",best bs opinion ai ambitions dhakas shift trade realities best business standards opinion pieces today
Reliance Digital,Fiji Sun Online,2026-02-16T00:44:32Z,"‘Diabetes is stalking our youth’ | Fiji Sun Diabetes Fiji warns of a growing crisis as cases surge among young adults, calling for urgent nationwide action.",diabetes stalking youth fiji sun diabetes fiji warns growing crisis cases surge among young adults calling urgent nationwide action
Reliance Digital,Redhat.com,2026-02-16T00:00:00Z,"How sovereign is your strategy? Introducing the Red Hat Sovereignty Readiness Assessment tool Digital sovereignty is the ultimate strategic lever for innovation. It propels organizations beyond compliance into true operational freedom where you, not your cloud provider, dictates your business continuity.Red Hat believes that sovereignty shouldn't be a…",sovereign strategy introducing red hat sovereignty readiness assessment tool digital sovereignty ultimate strategic lever innovation propels organizations beyond compliance true operational freedom cloud provider dictates business continuityred hat believes sovereignty shouldnt
Tata Cliq,The Times of India,2026-02-11T02:20:46Z,"Brandman Retail shares to debut today. Here's what GMP suggests ahead of listing Brandman Retail's shares are poised for their NSE SME debut on February 11. Grey market indicators suggest a positive listing with a potential upside. The Rs 86 crore IPO saw strong investor demand, subscribed over 114 times. The company distributes and retai…",brandman retail shares debut today heres gmp suggests ahead listing brandman retails shares poised nse sme debut february grey market indicators suggest positive listing potential upside rs crore ipo saw strong investor demand subscribed times company distributes retai
Tata Cliq,The Times of India,2026-02-04T03:14:33Z,"Brandman Retail IPO opens today. Check GMP, price band, subscription and other details Brandman Retail’s IPO opened on Tuesday, attracting early grey-market interest with a premium of about 5%. The Rs 86.09-crore fresh issue, priced at Rs 167–176 per share, will close on February 6 and is set to list on the NSE SME platform on February 11.",brandman retail ipo opens today check gmp price band subscription details brandman retails ipo opened tuesday attracting early greymarket interest premium rs crore fresh issue priced rs per share close february set list nse sme platform february
Tata Cliq,Theaiworld.org,2026-01-29T04:36:19Z,"Curefit names Mohua Das Gupta marketing head Curefit appoints former Tata CLiQ leader Mohua Das Gupta as Head of Marketing from Jan 2026 in Bengaluru, signalling a stronger brand and growth push.",curefit names mohua das gupta marketing head curefit appoints former tata cliq leader mohua das gupta head marketing jan bengaluru signalling stronger brand growth push
